X,Y,FID,C_Date,C_Time,C_Day,County,RdwyID,MilePost,SSO_Lat,SSO_Long,P_TypeCD,P_Type,P_GenCD,P_Gender,P_Age,P_InjCD,P_Injury,P_LocCD,P_Locate,PreActCD,PrAction,ActCirCD,P_ActCir,SpctRxCD,SpctDrug
-9083955.732,3546945.498,1417,6/30/2018 13:10,1:10 PM,6: Fri,Duval,72110000,0.791,30.3370212,-81.6025595,1,Pedestrian,2,Female,55,4,Serious (Incapacitating),77,Other,77,Other,77,Other,1,No
-9066834.31,3540586.647,1418,5/31/2018 14:10,2:10 PM,4: Wed,Duval,72190000,11.41,30.2877081,-81.4487552,3,Bicyclist,1,Male,59,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No
-9086757.332,3527640.58,1419,9/5/2018 20:35,8:35 PM,3: Tue,Duval,72160000,3.749,30.1872343,-81.6277267,1,Pedestrian,1,Male,32,5,Fatal,3,Intersection (other),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-9086778.561,3539573.484,1420,9/29/2018 22:23,10:23 PM,6: Fri,Duval,72070000,15.054,30.2798487,-81.6279174,1,Pedestrian,1,Male,53,4,Serious (Incapacitating),12,Non-trafficway area,88,Unknown,9,"Not visible (dark clothing, no lighting, etc)",88,Unknown
-9099187.448,3529865.731,1421,6/13/2018 7:12,7:12 AM,3: Tue,Duval,72170000,1.021,30.2045109,-81.7393883,3,Bicyclist,1,Male,33,4,Serious (Incapacitating),77,Other,1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8932184.641,3146034.054,1422,3/27/2018 20:41,8:41 PM,2: Mon,Martin,89010000,17.739,27.1804395,-80.2391771,3,Bicyclist,1,Male,64,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No
-8935147.744,3152042.834,1423,4/23/2018 23:45,11:45 PM,1: Sun,Martin,89010000,21.792,27.2284463,-80.2657951,1,Pedestrian,1,Male,49,5,Fatal,5,Travel lane (other location),1,Crossing roadway,77,Other,88,Unknown
-8932502.692,3146397.098,1424,7/31/2018 10:25,10:25 AM,2: Mon,Martin,89010000,18.005,27.1833406,-80.2420342,3,Bicyclist,1,Male,41,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,1,No improper action,1,No
-8934159.137,3148105.121,1425,9/5/2018 17:36,5:36 PM,3: Tue,Martin,89010000,19.407,27.1969885,-80.2569143,3,Bicyclist,2,Female,9,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-8959589.153,2932434.947,1426,3/1/2018 13:10,1:10 PM,4: Wed,Miami-Dade,87000000,0,25.460669,-80.485356,3,Bicyclist,1,Male,66,5,Fatal,77,Other,1,Crossing roadway,2,Dart/dash,1,No
-8958689.914,2932659.343,1427,3/26/2018 21:37,9:37 PM,1: Sun,Miami-Dade,87000000,0,25.462489,-80.477278,1,Pedestrian,2,Female,67,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-8945113.007,2949129.138,1428,3/30/2018 1:03,1:03 AM,5: Thr,Miami-Dade,87020000,13.787,25.5959945,-80.3553146,1,Pedestrian,1,Male,66,5,Fatal,77,Other,77,Other,1,No improper action,1,No
-8952882.041,2949144.629,1429,4/5/2018 23:39,11:39 PM,4: Wed,Miami-Dade,87000000,0,25.59612,-80.425105,1,Pedestrian,1,Male,55,4,Serious (Incapacitating),5,Travel lane (other location),77,Other,6,"Disabled vehicle related (working on, pushing, leaving/approaching)",1,No
-8930114.383,2980097.916,1430,2/25/2018 17:42,5:42 PM,7: Sat,Miami-Dade,87080900,37.784,25.8466264,-80.2205797,3,Bicyclist,1,Male,0,5,Fatal,77,Other,1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-8945525.156,2949887.097,1431,1/2/2018 20:12,8:12 PM,2: Mon,Miami-Dade,87000000,0,25.602135,-80.359017,1,Pedestrian,1,Male,13,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,8,"Inattentive (talking, eating, etc)",1,No
-8956057.653,2943561.327,1432,2/1/2018 6:20,6:20 AM,4: Wed,Miami-Dade,87000000,0,25.550878,-80.453632,3,Bicyclist,1,Male,64,5,Fatal,2,Intersection (unmarked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8933434.187,2981411.3,1433,1/26/2018 6:00,6:00 AM,5: Thr,Miami-Dade,87000000,0,25.857244,-80.250402,3,Bicyclist,1,Male,19,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,2,Dart/dash,1,No
-8927189.084,2984779.49,1434,2/9/2018 21:40,9:40 PM,5: Thr,Miami-Dade,87052000,3.033,25.8844686,-80.1943013,1,Pedestrian,2,Female,40,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8934065.18,2979957.438,1435,2/13/2018 10:55,10:55 AM,2: Mon,Miami-Dade,87080900,35.571,25.8454907,-80.2560703,3,Bicyclist,1,Male,68,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-8932500.55,2976135.641,1436,2/3/2018 3:26,3:26 AM,6: Fri,Miami-Dade,87000000,0,25.814589,-80.242015,1,Pedestrian,2,Female,56,4,Serious (Incapacitating),12,Non-trafficway area,77,Other,77,Other,1,No
-8932429.707,2979076.851,1437,3/15/2018 5:28,5:28 AM,4: Wed,Miami-Dade,87240000,6.792,25.8383713,-80.2413786,1,Pedestrian,1,Male,31,4,Serious (Incapacitating),5,Travel lane (other location),77,Other,2,Dart/dash,88,Unknown
-8947453.099,2944979.846,1438,2/17/2018 17:04,5:04 PM,6: Fri,Miami-Dade,87000000,0,25.562374,-80.376336,3,Bicyclist,1,Male,59,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",8,"Inattentive (talking, eating, etc)",1,No
-8933434.699,2979979.987,1439,2/25/2018 6:36,6:36 AM,7: Sat,Miami-Dade,87080900,35.924,25.845673,-80.2504066,3,Bicyclist,1,Male,57,4,Serious (Incapacitating),8,Sidewalk,7,Adjacent to roadway (shoulder median),1,No improper action,1,No
-8939421.173,2969769.546,1440,3/5/2018 7:21,7:21 AM,1: Sun,Miami-Dade,87120000,11.059,25.7630971,-80.304184,1,Pedestrian,2,Female,45,5,Fatal,4,Midblock (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-8944869.818,2950238.656,1441,2/27/2018 18:45,6:45 PM,2: Mon,Miami-Dade,87000000,0,25.604983,-80.35313,1,Pedestrian,1,Male,61,5,Fatal,12,Non-trafficway area,6,"In roadway, other (working, playing, etc)",11,Improper passing,1,No
-8930825.414,2985361.714,1442,4/3/2018 20:43,8:43 PM,2: Mon,Miami-Dade,87000000,0,25.889174,-80.226967,3,Bicyclist,1,Male,55,5,Fatal,4,Midblock (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes
-8928902.002,2982886.809,1443,4/15/2018 20:41,8:41 PM,7: Sat,Miami-Dade,87038000,8.199,25.8691711,-80.2096887,1,Pedestrian,1,Male,51,5,Fatal,77,Other,1,Crossing roadway,88,Unknown,1,No
-8930695.17,2981631.248,1444,4/9/2018 18:09,6:09 PM,1: Sun,Miami-Dade,87000000,0,25.859022,-80.225797,1,Pedestrian,1,Male,40,4,Serious (Incapacitating),4,Midblock (marked crosswalk),1,Crossing roadway,2,Dart/dash,1,No
-8947629.229,2960305.888,1445,5/16/2018 8:40,8:40 AM,3: Tue,Miami-Dade,87001000,6.373,25.6865094,-80.3779182,1,Pedestrian,2,Female,56,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No
-8951836.606,2956579.243,1446,4/21/2018 11:05,11:05 AM,6: Fri,Miami-Dade,87133000,0.552,25.6563368,-80.4157137,3,Bicyclist,1,Male,47,5,Fatal,3,Intersection (other),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No
-8932632.687,2985263.999,1447,5/11/2018 1:53,1:53 AM,5: Thr,Miami-Dade,87240000,10.245,25.8883843,-80.243202,1,Pedestrian,1,Male,62,4,Serious (Incapacitating),12,Non-trafficway area,77,Other,1,No improper action,1,No
-8928896.781,2981821.064,1448,5/15/2018 23:25,11:25 PM,2: Mon,Miami-Dade,87140000,6.585,25.8605564,-80.2096418,1,Pedestrian,1,Male,35,5,Fatal,8,Sidewalk,2,Waiting to cross roadway,2,Dart/dash,1,No
-8929309.877,2982869.934,1449,5/17/2018 20:43,8:43 PM,4: Wed,Miami-Dade,87038000,7.971,25.8690347,-80.2133527,1,Pedestrian,2,Female,45,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",6,"Disabled vehicle related (working on, pushing, leaving/approaching)",1,No
-8933384.683,2979981.78,1450,5/23/2018 16:50,4:50 PM,3: Tue,Miami-Dade,87080900,35.952,25.8456875,-80.2499573,1,Pedestrian,2,Female,57,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,77,Other,1,No
-8928901.212,2981955.869,1451,6/9/2018 23:35,11:35 PM,6: Fri,Miami-Dade,87140000,6.66,25.8616461,-80.2096816,1,Pedestrian,2,Female,61,5,Fatal,88,Unknown,88,Unknown,88,Unknown,1,No
-8947004.593,2946106.848,1452,6/17/2018 21:40,9:40 PM,7: Sat,Miami-Dade,87015000,2.747,25.5715067,-80.372307,1,Pedestrian,2,Female,52,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-8943631.69,2962209.963,1453,6/28/2018 8:25,8:25 AM,4: Wed,Miami-Dade,87055000,3.527,25.7019227,-80.3420077,1,Pedestrian,2,Female,52,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No
-8941531.19,2962307.895,1454,5/11/2018 17:28,5:28 PM,5: Thr,Miami-Dade,87055000,4.705,25.7027154,-80.3231386,3,Bicyclist,2,Female,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,2,Dart/dash,1,No
-8932979.491,2979996.475,1455,7/7/2018 18:02,6:02 PM,6: Fri,Miami-Dade,87080900,36.179,25.8458063,-80.2463174,1,Pedestrian,1,Male,61,4,Serious (Incapacitating),5,Travel lane (other location),88,Unknown,88,Unknown,88,Unknown
-8932468.201,2980217.268,1456,9/13/2018 7:59,7:59 AM,4: Wed,Miami-Dade,87240000,7.428,25.8475913,-80.2417244,1,Pedestrian,1,Male,55,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,2,Dart/dash,1,No
-8932556.344,2982770.627,1457,8/11/2018 19:49,7:49 PM,6: Fri,Miami-Dade,87240000,8.853,25.868232,-80.2425162,1,Pedestrian,1,Male,69,4,Serious (Incapacitating),77,Other,1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-8929360.004,2982867.781,1458,8/9/2018 14:19,2:19 PM,4: Wed,Miami-Dade,87038000,7.943,25.8690173,-80.213803,3,Bicyclist,1,Male,0,5,Fatal,2,Intersection (unmarked crosswalk),88,Unknown,3,Failure to yield right-of-way,1,No
-8929719.432,2980119.166,1459,9/29/2018 1:05,1:05 AM,6: Fri,Miami-Dade,87080900,38.006,25.8467982,-80.2170318,1,Pedestrian,2,Female,54,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-8940457.914,2960561.825,1460,9/19/2018 9:57,9:57 AM,3: Tue,Miami-Dade,87001000,10.39,25.6885813,-80.3134972,3,Bicyclist,1,Male,45,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,88,Unknown,1,No
-8946402.577,2963851.613,1461,10/15/2018 11:10,11:10 AM,1: Sun,Miami-Dade,87072000,2.995,25.7152101,-80.366899,1,Pedestrian,2,Female,32,4,Serious (Incapacitating),9,Median/crossing island,1,Crossing roadway,1,No improper action,1,No
-8932320.636,2982760.284,1462,10/22/2018 19:44,7:44 PM,1: Sun,Miami-Dade,87038000,6.289,25.8681484,-80.2403988,1,Pedestrian,1,Male,54,5,Fatal,3,Intersection (other),1,Crossing roadway,2,Dart/dash,88,Unknown
-8932320.636,2982760.284,1463,10/22/2018 19:44,7:44 PM,1: Sun,Miami-Dade,87038000,6.289,25.8681484,-80.2403988,1,Pedestrian,2,Female,62,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,2,Dart/dash,88,Unknown
-9078468.272,3280058.39,1464,4/13/2018 21:02,9:02 PM,5: Thr,Polk,16050000,10.54,28.2462644,-81.5532649,1,Pedestrian,1,Male,48,5,Fatal,5,Travel lane (other location),88,Unknown,9,"Not visible (dark clothing, no lighting, etc)",2,Yes
-9110024.25,3238004.233,1465,3/31/2018 14:45,2:45 PM,6: Fri,Polk,16000000,0,27.912953,-81.836737,3,Bicyclist,2,Female,13,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),5,"In roadway improperly (standing, lying, working, playing)",1,No
-9126202.873,3267342.954,1466,2/1/2018 20:23,8:23 PM,4: Wed,Polk,16000000,0,28.145594,-81.982072,1,Pedestrian,2,Female,32,4,Serious (Incapacitating),7,Shoulder/roadside,1,Crossing roadway,2,Dart/dash,1,No
-9097757.284,3241908.775,1467,2/26/2018 21:15,9:15 PM,1: Sun,Polk,16000000,0,27.943943,-81.726541,1,Pedestrian,1,Male,0,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,2,Yes
-9089381.069,3262397.52,1468,2/8/2018 22:49,10:49 PM,4: Wed,Polk,16020000,20.706,28.1064145,-81.6512962,1,Pedestrian,2,Female,21,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),5,"In roadway improperly (standing, lying, working, playing)",1,No
-9125262.802,3269041.035,1469,4/6/2018 16:30,4:30 PM,5: Thr,Polk,16210000,8.251,28.1590435,-81.9736272,2,"Other pedestrian (wheelchair, etc)",1,Male,69,5,Fatal,7,Shoulder/roadside,1,Crossing roadway,10,Improper turn/merge,1,No
-9097752.942,3241625.252,1470,3/30/2018 6:50,6:50 AM,5: Thr,Polk,16000000,0,27.941693,-81.726502,1,Pedestrian,1,Male,50,5,Fatal,7,Shoulder/roadside,77,Other,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-9098450.983,3256288.954,1471,4/8/2018 21:01,9:01 PM,7: Sat,Polk,16030000,31.659,28.0580005,-81.7327726,1,Pedestrian,2,Female,45,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown
-9092197.786,3246728.34,1472,8/20/2018 21:20,9:20 PM,1: Sun,Polk,16300000,4.421,27.9821832,-81.6765992,3,Bicyclist,1,Male,54,4,Serious (Incapacitating),6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-9107922.098,3054736.123,1473,1/10/2018 15:52,3:52 PM,3: Tue,Lee,12010000,9.292,26.4484924,-81.8178531,1,Pedestrian,2,Female,69,5,Fatal,5,Travel lane (other location),1,Crossing roadway,77,Other,1,No
-9102575.578,3085855.921,1474,1/19/2018 19:14,7:14 PM,5: Thr,Lee,12020000,7.604,26.6985142,-81.7698245,3,Bicyclist,1,Male,55,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9108036.947,3082640.069,1475,1/21/2018 16:01,4:01 PM,7: Sat,Lee,12020000,4.081,26.6727028,-81.8188848,3,Bicyclist,1,Male,27,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",12,Wrong-way riding/walking,1,No
-9106778.1,3042681.11,1476,2/3/2018 10:30,10:30 AM,6: Fri,Lee,12010000,2.42,26.351494,-81.8075764,1,Pedestrian,1,Male,73,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,88,Unknown,1,No
-9208440.281,3230547.888,1477,2/9/2018 14:45,2:45 PM,5: Thr,Pinellas,15000000,0,27.853748,-82.720823,3,Bicyclist,1,Male,53,4,Serious (Incapacitating),77,Other,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),8,"Inattentive (talking, eating, etc)",1,No
-9206119.046,3229407.599,1478,1/8/2018 22:05,10:05 PM,1: Sun,Pinellas,15000000,0,27.844691,-82.699971,1,Pedestrian,1,Male,70,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-9204749.917,3229431.28,1479,1/22/2018 20:30,8:30 PM,1: Sun,Pinellas,15150000,9.653,27.8448791,-82.6876719,1,Pedestrian,1,Male,79,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No
-9205840.748,3228256.453,1480,1/23/2018 19:45,7:45 PM,2: Mon,Pinellas,15000000,0,27.835547,-82.697471,1,Pedestrian,1,Male,26,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown
-9203889.762,3227825.956,1481,2/24/2018 16:35,4:35 PM,6: Fri,Pinellas,15150000,8.65,27.8321272,-82.679945,3,Bicyclist,1,Male,51,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-9206479.555,3228724.692,1482,4/14/2018 22:12,10:12 PM,6: Fri,Pinellas,15061000,1.144,27.8392665,-82.7032095,1,Pedestrian,1,Male,41,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9209328.566,3231779.902,1483,2/21/2018 14:10,2:10 PM,3: Tue,Pinellas,15061000,4.368,27.8635327,-82.7288026,1,Pedestrian,1,Male,77,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No
-9209352.734,3234072.055,1484,3/13/2018 20:45,8:45 PM,2: Mon,Pinellas,15061000,5.623,27.8817347,-82.7290197,3,Bicyclist,1,Male,56,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown
-9206141.311,3234392.108,1485,4/19/2018 9:07,9:07 AM,4: Wed,Pinellas,15000000,0,27.884276,-82.700171,3,Bicyclist,1,Male,61,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),5,Walking/cycling on sidewalk,1,No improper action,1,No
-9206342.019,3230209.958,1486,3/27/2018 7:58,7:58 AM,2: Mon,Pinellas,15000000,0,27.851064,-82.701974,3,Bicyclist,1,Male,18,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),3,Failure to yield right-of-way,1,No
-9207106.785,3233406.647,1487,3/14/2018 8:16,8:16 AM,3: Tue,Pinellas,15000000,0,27.876451,-82.708844,1,Pedestrian,1,Male,70,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),12,Wrong-way riding/walking,1,No
-9206131.403,3227349.603,1488,4/30/2018 14:25,2:25 PM,1: Sun,Pinellas,15000000,0,27.828343,-82.700082,3,Bicyclist,1,Male,65,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-9206104.241,3228049.75,1489,3/15/2018 12:40,12:40 PM,4: Wed,Pinellas,15000000,0,27.833905,-82.699838,1,Pedestrian,2,Female,76,4,Serious (Incapacitating),4,Midblock (marked crosswalk),1,Crossing roadway,2,Dart/dash,1,No
-9206162.806,3231906.086,1490,5/18/2018 8:38,8:38 AM,5: Thr,Pinellas,15150014,0.092,27.8645348,-82.7003641,3,Bicyclist,1,Male,53,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-9204451.09,3228952.907,1491,11/9/2018 18:23,6:23 PM,5: Thr,Pinellas,15150000,9.344,27.8410793,-82.6849875,3,Bicyclist,1,Male,19,4,Serious (Incapacitating),8,Sidewalk,1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",1,No
-9209284.35,3227524.347,1492,3/21/2018 11:20,11:20 AM,3: Tue,Pinellas,15230000,4.749,27.8297312,-82.7284054,3,Bicyclist,1,Male,64,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No
-9207680.191,3227849.974,1493,6/16/2018 17:50,5:50 PM,6: Fri,Pinellas,15000000,0,27.832318,-82.713995,1,Pedestrian,1,Male,33,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No
-9209284.974,3227326.983,1494,9/3/2018 0:13,12:13 AM,1: Sun,Pinellas,15230000,4.641,27.8281633,-82.728411,3,Bicyclist,1,Male,49,5,Fatal,1,Intersection (marked crosswalk),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),4,"Failure to obey traffic signs, signals, officer",88,Unknown
-9206243.947,3227345.072,1495,9/16/2018 17:36,5:36 PM,7: Sat,Pinellas,15000000,0,27.828307,-82.701093,1,Pedestrian,1,Male,38,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-9204044.551,3228281.466,1496,6/29/2018 20:00,8:00 PM,5: Thr,Pinellas,15150000,8.914,27.8357457,-82.6813355,3,Bicyclist,1,Male,20,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No
-9205082.561,3228727.185,1497,10/15/2018 21:13,9:13 PM,1: Sun,Pinellas,15061000,0.375,27.8392863,-82.6906601,1,Pedestrian,1,Male,62,5,Fatal,5,Travel lane (other location),1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",88,Unknown
-9204757.052,3230702.754,1498,8/16/2018 11:15,11:15 AM,4: Wed,Pinellas,15000000,0,27.854978,-82.687736,2,"Other pedestrian (wheelchair, etc)",1,Male,21,4,Serious (Incapacitating),77,Other,77,Other,1,No improper action,1,No
-9209351.554,3233295.675,1499,11/23/2018 10:27,10:27 AM,5: Thr,Pinellas,15061000,5.198,27.8755698,-82.7290091,3,Bicyclist,1,Male,50,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,3,Failure to yield right-of-way,1,No
-9084124.429,3318632.1,1500,12/19/2018 8:00,8:00 AM,3: Tue,Orange,75050000,3.305,28.5510777,-81.604075,3,Bicyclist,2,Female,48,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No
-8944469.964,3163350.986,1501,3/13/2018 6:48,6:48 AM,2: Mon,St Lucie,94504000,0,27.318736,-80.349538,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9046397.02,3364359.243,1502,10/30/2018 19:58,7:58 PM,2: Mon,Volusia,79000000,0,28.911278,-81.265164,1,Pedestrian,1,Male,52,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,3,Failure to yield right-of-way,1,No
-9212239.061,3266337.044,1503,3/2/2018 9:29,9:29 AM,5: Thr,Pinellas,15000000,0,28.137626,-82.754948,3,Bicyclist,2,Female,62,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-9210797.028,3267427.665,1504,3/8/2018 12:55,12:55 PM,4: Wed,Pinellas,15020001,0,28.146265,-82.741994,3,Bicyclist,1,Male,66,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No
-9210569.468,3264484.365,1505,6/20/2018 1:39,1:39 AM,3: Tue,Pinellas,15150000,29.682,28.122949,-82.7399498,1,Pedestrian,1,Male,42,5,Fatal,77,Other,1,Crossing roadway,77,Other,88,Unknown
-9210592.267,3266898.679,1506,9/18/2018 23:35,11:35 PM,2: Mon,Pinellas,15150000,30.999,28.1420749,-82.7401546,2,"Other pedestrian (wheelchair, etc)",1,Male,58,5,Fatal,2,Intersection (unmarked crosswalk),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-9210608.942,3268192.704,1507,9/22/2018 6:08,6:08 AM,6: Fri,Pinellas,15150000,31.705,28.1523246,-82.7403044,1,Pedestrian,2,Female,27,5,Fatal,7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),9,"Not visible (dark clothing, no lighting, etc)",1,No
-8928496.877,2995794.189,1508,2/13/2018 23:26,11:26 PM,2: Mon,Broward,86100000,0.049,25.973455,-80.2060494,1,Pedestrian,0,N/A,0,5,Fatal,5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",88,Unknown
-8930951.139,2998451.275,1509,4/17/2018 21:03,9:03 PM,2: Mon,Broward,86018000,1.221,25.9949112,-80.2280964,1,Pedestrian,0,N/A,0,5,Fatal,5,Travel lane (other location),1,Crossing roadway,77,Other,88,Unknown
-8949203.823,2997148.541,1510,4/23/2018 4:47,4:47 AM,1: Sun,Broward,86000000,0,25.984392,-80.392063,3,Bicyclist,0,N/A,0,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-8932751.242,2997146.931,1511,5/25/2018 20:35,8:35 PM,5: Thr,Broward,86000000,0,25.984379,-80.244267,1,Pedestrian,0,N/A,0,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No
-8920804.276,3018562.397,1512,1/14/2018 22:27,10:27 PM,7: Sat,Broward,86170000,1.487,26.1571831,-80.1369456,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,77,Other,1,No
-8920930.913,3018481.486,1513,2/27/2018 22:44,10:44 PM,2: Mon,Broward,86170000,1.403,26.1565307,-80.1380832,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),8,Sidewalk,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),1,No improper action,1,No
-8920743.428,3018593.03,1514,5/20/2018 0:46,12:46 AM,7: Sat,Broward,86170000,1.525,26.1574301,-80.136399,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,88,Unknown
-8920956.271,3019497.531,1515,6/16/2018 19:02,7:02 PM,6: Fri,Broward,86000000,0,26.164723,-80.138311,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),5,Walking/cycling on sidewalk,2,Dart/dash,88,Unknown
-9051142.358,3337328.941,1516,3/17/2018 19:59,7:59 PM,6: Fri,Seminole,77120000,10.216,28.6985058,-81.3077921,1,Pedestrian,1,Male,87,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),2,Waiting to cross roadway,9,"Not visible (dark clothing, no lighting, etc)",1,No
-9046923.849,3338039.144,1517,4/17/2018 22:55,10:55 PM,2: Mon,Seminole,77070002,1.334,28.7041018,-81.2698966,1,Pedestrian,1,Male,59,4,Serious (Incapacitating),3,Intersection (other),9,Working in trafficway (incident response),77,Other,1,No
-9052842.018,3337253.088,1518,12/8/2018 23:58,11:58 PM,6: Fri,Seminole,77120000,9.287,28.6979081,-81.3230604,3,Bicyclist,2,Female,44,5,Fatal,7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),88,Unknown,88,Unknown
-9165519.596,3354716.639,1519,4/25/2018 7:20,7:20 AM,3: Tue,Citrus,2000000,0,28.835425,-82.33526,1,Pedestrian,1,Male,42,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,1,No improper action,1,No
